Label,Text,clean_msg,msg_lower,token,spell,no_stopwords,msg_stemmed,msg_lemmatized,msg_n_gram_2,msg_n_gram_3,msg_n_gram_4,msg_string
negative,"update efek vaksin booster moderna hari : masih demam. demamnya pun sampe , derajat. ga doyan makan. tulang linu-linu. minum obat paracetamol, imboost jg belum ngefek.",update efek vaksin booster moderna hari  masih demam demamnya pun sampe  derajat ga doyan makan tulang linulinu minum obat paracetamol imboost jg belum ngefek,update efek vaksin booster moderna hari  masih demam demamnya pun sampe  derajat ga doyan makan tulang linulinu minum obat paracetamol imboost jg belum ngefek,"['update', 'efek', 'vaksin', 'booster', 'moderna', 'hari', 'masih', 'demam', 'demamnya', 'pun', 'sampe', 'derajat', 'ga', 'doyan', 'makan', 'tulang', 'linulinu', 'minum', 'obat', 'paracetamol', 'imboost', 'jg', 'belum', 'ngefek']","['update', 'efek', 'vaksin', 'booster', 'moderna', 'hari', 'masih', 'demam', 'demamnya', 'pun', 'sampai', 'derajat', 'tidak', 'nafsu', 'makan', 'tulang', 'linulinu', 'minum', 'obat', 'paracetamol', 'imboost', 'juga', 'belum', 'berefek']","['update', 'efek', 'vaksin', 'booster', 'moderna', 'hari', 'demam', 'demamnya', 'derajat', 'nafsu', 'makan', 'tulang', 'linulinu', 'minum', 'obat', 'paracetamol', 'imboost', 'berefek']","['update', 'efek', 'vaksin', 'booster', 'moderna', 'hari', 'demam', 'demam', 'derajat', 'nafsu', 'makan', 'tulang', 'linulinu', 'minum', 'obat', 'paracetamol', 'imboost', 'efek']","['update', 'efek', 'vaksin', 'booster', 'moderna', 'hari', 'demam', 'demamnya', 'derajat', 'nafsu', 'makan', 'tulang', 'linulinu', 'minum', 'obat', 'paracetamol', 'imboost', 'berefek']",[],[],[],update efek vaksin booster moderna hari demam demam derajat nafsu makan tulang linulinu minum obat paracetamol imboost efek
positive,akhirnya efek dari dosis penuh booster moderna mulai menghilang.. setelah jam pasca vaksin,akhirnya efek dari dosis penuh booster moderna mulai menghilang setelah jam pasca vaksin,akhirnya efek dari dosis penuh booster moderna mulai menghilang setelah jam pasca vaksin,"['akhirnya', 'efek', 'dari', 'dosis', 'penuh', 'booster', 'moderna', 'mulai', 'menghilang', 'setelah', 'jam', 'pasca', 'vaksin']","['akhirnya', 'efek', 'dari', 'dosis', 'penuh', 'booster', 'moderna', 'mulai', 'menghilang', 'setelah', 'jam', 'sesudah', 'vaksin']","['akhirnya', 'efek', 'dosis', 'penuh', 'booster', 'moderna', 'mulai', 'menghilang', 'jam', 'vaksin']","['akhir', 'efek', 'dosis', 'penuh', 'booster', 'moderna', 'mulai', 'hilang', 'jam', 'vaksin']","['akhirnya', 'efek', 'dosis', 'penuh', 'booster', 'moderna', 'mulai', 'menghilang', 'jam', 'vaksin']",[],[],[],akhir efek dosis penuh booster moderna mulai hilang jam vaksin
negative,"efek vaksin booster moderna: bekas suntikan: nyeri banget, keras, merah, bengkak, disentuh dan disenggol sakit banget. badan: seluruh badan nyeri, panas dingin, meriang, pusing, mual, diare... semoga sembuh secepatnya.",efek vaksin booster moderna bekas suntikan nyeri banget keras merah bengkak disentuh dan disenggol sakit banget badan seluruh badan nyeri panas dingin meriang pusing mual diare semoga sembuh secepatnya,efek vaksin booster moderna bekas suntikan nyeri banget keras merah bengkak disentuh dan disenggol sakit banget badan seluruh badan nyeri panas dingin meriang pusing mual diare semoga sembuh secepatnya,"['efek', 'vaksin', 'booster', 'moderna', 'bekas', 'suntikan', 'nyeri', 'banget', 'keras', 'merah', 'bengkak', 'disentuh', 'dan', 'disenggol', 'sakit', 'banget', 'badan', 'seluruh', 'badan', 'nyeri', 'panas', 'dingin', 'meriang', 'pusing', 'mual', 'diare', 'semoga', 'sembuh', 'secepatnya']","['efek', 'vaksin', 'booster', 'moderna', 'bekas', 'suntikkan', 'nyeri', 'sekali', 'keras', 'merah', 'bengkak', 'disentuh', 'dan', 'disenggol', 'sakit', 'sekali', 'badan', 'seluruh', 'badan', 'nyeri', 'panas', 'dingin', 'meriang', 'pusing', 'mual', 'diare', 'semoga', 'sembuh', 'secepatnya']","['efek', 'vaksin', 'booster', 'moderna', 'bekas', 'suntikkan', 'nyeri', 'sekali', 'keras', 'merah', 'bengkak', 'disentuh', 'disenggol', 'sakit', 'sekali', 'badan', 'seluruh', 'badan', 'nyeri', 'panas', 'dingin', 'meriang', 'pusing', 'mual', 'diare', 'semoga', 'sembuh', 'secepatnya']","['efek', 'vaksin', 'booster', 'moderna', 'bekas', 'suntik', 'nyeri', 'sekali', 'keras', 'merah', 'bengkak', 'sentuh', 'senggol', 'sakit', 'sekali', 'badan', 'seluruh', 'badan', 'nyeri', 'panas', 'dingin', 'meriang', 'pusing', 'mual', 'diare', 'moga', 'sembuh', 'cepat']","['efek', 'vaksin', 'booster', 'moderna', 'bekas', 'suntikkan', 'nyeri', 'sekali', 'kera', 'merah', 'bengkak', 'disentuh', 'disenggol', 'sakit', 'sekali', 'badan', 'seluruh', 'badan', 'nyeri', 'panas', 'dingin', 'meriang', 'pusing', 'mual', 'diare', 'semoga', 'sembuh', 'secepatnya']",[],[],[],efek vaksin booster moderna bekas suntik nyeri sekali keras merah bengkak sentuh senggol sakit sekali badan seluruh badan nyeri panas dingin meriang pusing mual diare moga sembuh cepat
negative,"efek moderna terasa banget, ini tangan kiri pegal dan nyeri banget. dibanding vaksin dan kemarin, vaksin booster lebih terasa sakit.",efek moderna terasa banget ini tangan kiri pegal dan nyeri banget dibanding vaksin dan kemarin vaksin booster lebih terasa sakit,efek moderna terasa banget ini tangan kiri pegal dan nyeri banget dibanding vaksin dan kemarin vaksin booster lebih terasa sakit,"['efek', 'moderna', 'terasa', 'banget', 'ini', 'tangan', 'kiri', 'pegal', 'dan', 'nyeri', 'banget', 'dibanding', 'vaksin', 'dan', 'kemarin', 'vaksin', 'booster', 'lebih', 'terasa', 'sakit']","['efek', 'moderna', 'terasa', 'sekali', 'ini', 'tangan', 'kiri', 'pegal', 'dan', 'nyeri', 'sekali', 'dibanding', 'vaksin', 'dan', 'kemarin', 'vaksin', 'booster', 'lebih', 'terasa', 'sakit']","['efek', 'moderna', 'terasa', 'sekali', 'tangan', 'kiri', 'pegal', 'nyeri', 'sekali', 'dibanding', 'vaksin', 'kemarin', 'vaksin', 'booster', 'lebih', 'terasa', 'sakit']","['efek', 'moderna', 'asa', 'sekali', 'tangan', 'kiri', 'pegal', 'nyeri', 'sekali', 'banding', 'vaksin', 'kemarin', 'vaksin', 'booster', 'lebih', 'asa', 'sakit']","['efek', 'moderna', 'terasa', 'sekali', 'tangan', 'kiri', 'pegal', 'nyeri', 'sekali', 'dibanding', 'vaksin', 'kemarin', 'vaksin', 'booster', 'lebih', 'terasa', 'sakit']",[],[],[],efek moderna asa sekali tangan kiri pegal nyeri sekali banding vaksin kemarin vaksin booster lebih asa sakit
negative,masih layu...akibat efek vaksin.boster ..moderna...semangat pagi sahabat semua...salam damai...salam sehat semua,masih layuakibat efek vaksinboster modernasemangat pagi sahabat semuasalam damaisalam sehat semua,masih layuakibat efek vaksinboster modernasemangat pagi sahabat semuasalam damaisalam sehat semua,"['masih', 'layuakibat', 'efek', 'vaksinboster', 'modernasemangat', 'pagi', 'sahabat', 'semuasalam', 'damaisalam', 'sehat', 'semua']","['masih', 'layuakibat', 'efek', 'vaksinboster', 'modernasemangat', 'pagi', 'sahabat', 'semuasalam', 'damaisalam', 'sehat', 'semua']","['layuakibat', 'efek', 'vaksinboster', 'modernasemangat', 'pagi', 'sahabat', 'semuasalam', 'damaisalam', 'sehat', 'semua']","['layuakibat', 'efek', 'vaksinboster', 'modernasemangat', 'pagi', 'sahabat', 'semuasalam', 'damaisalam', 'sehat', 'semua']","['layuakibat', 'efek', 'vaksinboster', 'modernasemangat', 'pagi', 'sahabat', 'semuasalam', 'damaisalam', 'sehat', 'semua']",[],[],[],layuakibat efek vaksinboster modernasemangat pagi sahabat semuasalam damaisalam sehat semua
positive,"tentang booster, tadi aku disuntik moderna. alhamdulillah ga ada efek yang berat. jam setelah disuntik sakit kepala yg cukup mengguncangkan bumi terus disundul pake panadol merah idolaqu kemudian anteenngg",tentang booster tadi aku disuntik moderna alhamdulillah ga ada efek yang berat jam setelah disuntik sakit kepala yg cukup mengguncangkan bumi terus disundul pake panadol merah idolaqu kemudian anteenngg,tentang booster tadi aku disuntik moderna alhamdulillah ga ada efek yang berat jam setelah disuntik sakit kepala yg cukup mengguncangkan bumi terus disundul pake panadol merah idolaqu kemudian anteenngg,"['tentang', 'booster', 'tadi', 'aku', 'disuntik', 'moderna', 'alhamdulillah', 'ga', 'ada', 'efek', 'yang', 'berat', 'jam', 'setelah', 'disuntik', 'sakit', 'kepala', 'yg', 'cukup', 'mengguncangkan', 'bumi', 'terus', 'disundul', 'pake', 'panadol', 'merah', 'idolaqu', 'kemudian', 'anteenngg']","['tentang', 'booster', 'tadi', 'aku', 'disuntik', 'moderna', 'alhamdulillah', 'tidak', 'ada', 'efek', 'yang', 'berat', 'jam', 'setelah', 'disuntik', 'sakit', 'kepala', 'yang', 'cukup', 'mengguncangkan', 'bumi', 'terus', 'disundul', 'pakai', 'panadol', 'merah', 'idolaku', 'kemudian', 'tenang']","['booster', 'tadi', 'disuntik', 'moderna', 'alhamdulillah', 'efek', 'berat', 'jam', 'disuntik', 'sakit', 'kepala', 'cukup', 'mengguncangkan', 'bumi', 'terus', 'disundul', 'pakai', 'panadol', 'merah', 'idolaku', 'kemudian', 'tenang']","['booster', 'tadi', 'suntik', 'moderna', 'alhamdulillah', 'efek', 'berat', 'jam', 'suntik', 'sakit', 'kepala', 'cukup', 'guncang', 'bumi', 'terus', 'sundul', 'pakai', 'panadol', 'merah', 'idola', 'kemudian', 'tenang']","['booster', 'tadi', 'disuntik', 'moderna', 'alhamdulillah', 'efek', 'berat', 'jam', 'disuntik', 'sakit', 'kepala', 'cukup', 'mengguncangkan', 'bumi', 'terus', 'disundul', 'pakai', 'panadol', 'merah', 'idolaku', 'kemudian', 'tenang']",[],[],[],booster tadi suntik moderna alhamdulillah efek berat jam suntik sakit kepala cukup guncang bumi terus sundul pakai panadol merah idola kemudian tenang
negative,lumayan jg ni efek moderna,lumayan jg ni efek moderna,lumayan jg ni efek moderna,"['lumayan', 'jg', 'ni', 'efek', 'moderna']","['lumayan', 'juga', 'ini', 'efek', 'moderna']","['lumayan', 'efek', 'moderna']","['lumayan', 'efek', 'moderna']","['lumayan', 'efek', 'moderna']",[],[],[],lumayan efek moderna
negative,nendang juga efek moderna ini ya,nendang juga efek moderna ini ya,nendang juga efek moderna ini ya,"['nendang', 'juga', 'efek', 'moderna', 'ini', 'ya']","['menendang', 'juga', 'efek', 'moderna', 'ini', 'ya']","['menendang', 'efek', 'moderna']","['tendang', 'efek', 'moderna']","['menendang', 'efek', 'moderna']",[],[],[],tendang efek moderna
positive,"booster moderna, gak ada efek selain pegal biasa sehari aja. eh aku  dan  juga begitu efeknya.",booster moderna gak ada efek selain pegal biasa sehari aja eh aku  dan  juga begitu efeknya,booster moderna gak ada efek selain pegal biasa sehari aja eh aku  dan  juga begitu efeknya,"['booster', 'moderna', 'gak', 'ada', 'efek', 'selain', 'pegal', 'biasa', 'sehari', 'aja', 'eh', 'aku', 'dan', 'juga', 'begitu', 'efeknya']","['booster', 'moderna', 'tidak', 'ada', 'efek', 'selain', 'pegal', 'biasa', 'sehari', 'saja', 'eh', 'aku', 'dan', 'juga', 'begitu', 'efeknya']","['booster', 'moderna', 'efek', 'pegal', 'biasa', 'sehari', 'efeknya']","['booster', 'moderna', 'efek', 'pegal', 'biasa', 'hari', 'efek']","['booster', 'moderna', 'efek', 'pegal', 'biasa', 'sehari', 'efeknya']",[],[],[],booster moderna efek pegal biasa hari efek
negative,"alhamdulillah mbak, kalo moderna tuh efek sampingnya luar biasa banget. temenku yg fit aja bisa demam sampe hampir ?, sakit kepala, sendi linu semua, organ sakit, bener bener tepar sampe harian. semoga ini kipi nya nggak terlalu berasa ya mbak",alhamdulillah mbak kalo moderna tuh efek sampingnya luar biasa banget temenku yg fit aja bisa demam sampe hampir  sakit kepala sendi linu semua organ sakit bener bener tepar sampe harian semoga ini kipi nya nggak terlalu berasa ya mbak,alhamdulillah mbak kalo moderna tuh efek sampingnya luar biasa banget temenku yg fit aja bisa demam sampe hampir  sakit kepala sendi linu semua organ sakit bener bener tepar sampe harian semoga ini kipi nya nggak terlalu berasa ya mbak,"['alhamdulillah', 'mbak', 'kalo', 'moderna', 'tuh', 'efek', 'sampingnya', 'luar', 'biasa', 'banget', 'temenku', 'yg', 'fit', 'aja', 'bisa', 'demam', 'sampe', 'hampir', 'sakit', 'kepala', 'sendi', 'linu', 'semua', 'organ', 'sakit', 'bener', 'bener', 'tepar', 'sampe', 'harian', 'semoga', 'ini', 'kipi', 'nya', 'nggak', 'terlalu', 'berasa', 'ya', 'mbak']","['alhamdulillah', 'mbak', 'kalau', 'moderna', 'itu', 'efek', 'sampingnya', 'luar', 'biasa', 'sekali', 'temanku', 'yang', 'sehat', 'saja', 'bisa', 'demam', 'sampai', 'hampir', 'sakit', 'kepala', 'sendi', 'pegal', 'semua', 'organ', 'sakit', 'benar', 'benar', 'lelah', 'sampai', 'harian', 'semoga', 'ini', 'efek', 'nya', 'tidak', 'terlalu', 'terasa', 'ya', 'mbak']","['alhamdulillah', 'kalau', 'moderna', 'efek', 'sampingnya', 'luar', 'biasa', 'sekali', 'temanku', 'sehat', 'demam', 'hampir', 'sakit', 'kepala', 'sendi', 'pegal', 'semua', 'organ', 'sakit', 'benar', 'benar', 'lelah', 'harian', 'semoga', 'efek', 'terlalu', 'terasa']","['alhamdulillah', 'kalau', 'moderna', 'efek', 'samping', 'luar', 'biasa', 'sekali', 'teman', 'sehat', 'demam', 'hampir', 'sakit', 'kepala', 'sendi', 'pegal', 'semua', 'organ', 'sakit', 'benar', 'benar', 'lelah', 'hari', 'moga', 'efek', 'terlalu', 'asa']","['alhamdulillah', 'kalau', 'moderna', 'efek', 'sampingnya', 'luar', 'biasa', 'sekali', 'temanku', 'sehat', 'demam', 'hampir', 'sakit', 'kepala', 'sendi', 'pegal', 'semua', 'organ', 'sakit', 'benar', 'benar', 'lelah', 'harian', 'semoga', 'efek', 'terlalu', 'terasa']",[],[],[],alhamdulillah kalau moderna efek samping luar biasa sekali teman sehat demam hampir sakit kepala sendi pegal semua organ sakit benar benar lelah hari moga efek terlalu asa
positive,"seminggu kemarin abis vaksin moderna, dan efek sampingnya hampir gak ada kecuali laper",seminggu kemarin abis vaksin moderna dan efek sampingnya hampir gak ada kecuali laper,seminggu kemarin abis vaksin moderna dan efek sampingnya hampir gak ada kecuali laper,"['seminggu', 'kemarin', 'abis', 'vaksin', 'moderna', 'dan', 'efek', 'sampingnya', 'hampir', 'gak', 'ada', 'kecuali', 'laper']","['seminggu', 'kemarin', 'setelah', 'vaksin', 'moderna', 'dan', 'efek', 'sampingnya', 'hampir', 'tidak', 'ada', 'kecuali', 'lapar']","['seminggu', 'kemarin', 'vaksin', 'moderna', 'efek', 'sampingnya', 'hampir', 'lapar']","['minggu', 'kemarin', 'vaksin', 'moderna', 'efek', 'samping', 'hampir', 'lapar']","['seminggu', 'kemarin', 'vaksin', 'moderna', 'efek', 'sampingnya', 'hampir', 'lapar']",[],[],[],minggu kemarin vaksin moderna efek samping hampir lapar
negative,"booster ke emang ngefek dibanding dan ..terlebih beda sama sinovac ..pfizer, moderna, dan astra ninggalin efek pegel di bekas suntikan (bisa hari) dan demam ( bisa - hari) tapi biasanya yg demam itu yg kurang tidur sama asupan makan sebenarnya",booster ke emang ngefek dibanding dan terlebih beda sama sinovac pfizer moderna dan astra ninggalin efek pegel di bekas suntikan bisa hari dan demam  bisa  hari tapi biasanya yg demam itu yg kurang tidur sama asupan makan sebenarnya,booster ke emang ngefek dibanding dan terlebih beda sama sinovac pfizer moderna dan astra ninggalin efek pegel di bekas suntikan bisa hari dan demam  bisa  hari tapi biasanya yg demam itu yg kurang tidur sama asupan makan sebenarnya,"['booster', 'ke', 'emang', 'ngefek', 'dibanding', 'dan', 'terlebih', 'beda', 'sama', 'sinovac', 'pfizer', 'moderna', 'dan', 'astra', 'ninggalin', 'efek', 'pegel', 'di', 'bekas', 'suntikan', 'bisa', 'hari', 'dan', 'demam', 'bisa', 'hari', 'tapi', 'biasanya', 'yg', 'demam', 'itu', 'yg', 'kurang', 'tidur', 'sama', 'asupan', 'makan', 'sebenarnya']","['booster', 'ke', 'memang', 'berefek', 'dibanding', 'dan', 'terlebih', 'beda', 'sama', 'sinovac', 'pfizer', 'moderna', 'dan', 'astrazeneca', 'meninggalkan', 'efek', 'pegal', 'di', 'bekas', 'suntikkan', 'bisa', 'hari', 'dan', 'demam', 'bisa', 'hari', 'tapi', 'biasanya', 'yang', 'demam', 'itu', 'yang', 'kurang', 'tidur', 'sama', 'asupan', 'makan', 'sebenarnya']","['booster', 'memang', 'berefek', 'dibanding', 'terlebih', 'beda', 'sama', 'sinovac', 'pfizer', 'moderna', 'astrazeneca', 'meninggalkan', 'efek', 'pegal', 'bekas', 'suntikkan', 'hari', 'demam', 'hari', 'biasanya', 'demam', 'kurang', 'tidur', 'sama', 'asupan', 'makan', 'sebenarnya']","['booster', 'memang', 'efek', 'banding', 'lebih', 'beda', 'sama', 'sinovac', 'pfizer', 'moderna', 'astrazeneca', 'tinggal', 'efek', 'pegal', 'bekas', 'suntik', 'hari', 'demam', 'hari', 'biasa', 'demam', 'kurang', 'tidur', 'sama', 'asupan', 'makan', 'benar']","['booster', 'memang', 'berefek', 'dibanding', 'terlebih', 'beda', 'sama', 'sinovac', 'pfizer', 'moderna', 'astrazeneca', 'meninggalkan', 'efek', 'pegal', 'bekas', 'suntikkan', 'hari', 'demam', 'hari', 'biasanya', 'demam', 'kurang', 'tidur', 'sama', 'asupan', 'makan', 'sebenarnya']",[],[],[],booster memang efek banding lebih beda sama sinovac pfizer moderna astrazeneca tinggal efek pegal bekas suntik hari demam hari biasa demam kurang tidur sama asupan makan benar
negative,"akhirnya pasca kena covid juli tahun lalu, hari ini vaksin ketiga. lumayan ya moderna ini efek setelahnya",akhirnya pasca kena covid juli tahun lalu hari ini vaksin ketiga lumayan ya moderna ini efek setelahnya,akhirnya pasca kena covid juli tahun lalu hari ini vaksin ketiga lumayan ya moderna ini efek setelahnya,"['akhirnya', 'pasca', 'kena', 'covid', 'juli', 'tahun', 'lalu', 'hari', 'ini', 'vaksin', 'ketiga', 'lumayan', 'ya', 'moderna', 'ini', 'efek', 'setelahnya']","['akhirnya', 'sesudah', 'terkena', 'covid', 'juli', 'tahun', 'lalu', 'hari', 'ini', 'vaksin', 'ketiga', 'lumayan', 'ya', 'moderna', 'ini', 'efek', 'setelahnya']","['akhirnya', 'terkena', 'covid', 'juli', 'tahun', 'lalu', 'hari', 'vaksin', 'ketiga', 'lumayan', 'moderna', 'efek', 'setelahnya']","['akhir', 'kena', 'covid', 'juli', 'tahun', 'lalu', 'hari', 'vaksin', 'tiga', 'lumayan', 'moderna', 'efek', 'telah']","['akhirnya', 'terkena', 'covid', 'juli', 'tahun', 'lalu', 'hari', 'vaksin', 'ketiga', 'lumayan', 'moderna', 'efek', 'setelahnya']",[],[],[],akhir kena covid juli tahun lalu hari vaksin tiga lumayan moderna efek telah
positive,"setelah vaksin pake moderna, sejauh ini nggak ngerasain efek yang begitu berat, masih aman",setelah vaksin pake moderna sejauh ini nggak ngerasain efek yang begitu berat masih aman,setelah vaksin pake moderna sejauh ini nggak ngerasain efek yang begitu berat masih aman,"['setelah', 'vaksin', 'pake', 'moderna', 'sejauh', 'ini', 'nggak', 'ngerasain', 'efek', 'yang', 'begitu', 'berat', 'masih', 'aman']","['setelah', 'vaksin', 'pakai', 'moderna', 'sejauh', 'ini', 'tidak', 'merasakan', 'efek', 'yang', 'begitu', 'berat', 'masih', 'aman']","['vaksin', 'pakai', 'moderna', 'sejauh', 'merasakan', 'efek', 'berat', 'aman']","['vaksin', 'pakai', 'moderna', 'jauh', 'rasa', 'efek', 'berat', 'aman']","['vaksin', 'pakai', 'moderna', 'sejauh', 'merasakan', 'efek', 'berat', 'aman']",[],[],[],vaksin pakai moderna jauh rasa efek berat aman
positive,"mungkin karena setiap orang itu beda - beda ya setelah menerima dosis, kalo aku alhamdulillah masih bisa menerima.",mungkin karena setiap orang itu beda  beda ya setelah menerima dosis kalo aku alhamdulillah masih bisa menerima,mungkin karena setiap orang itu beda  beda ya setelah menerima dosis kalo aku alhamdulillah masih bisa menerima,"['mungkin', 'karena', 'setiap', 'orang', 'itu', 'beda', 'beda', 'ya', 'setelah', 'menerima', 'dosis', 'kalo', 'aku', 'alhamdulillah', 'masih', 'bisa', 'menerima']","['mungkin', 'karena', 'setiap', 'orang', 'itu', 'beda', 'beda', 'ya', 'setelah', 'menerima', 'dosis', 'kalau', 'aku', 'alhamdulillah', 'masih', 'bisa', 'menerima']","['mungkin', 'orang', 'beda', 'beda', 'menerima', 'dosis', 'kalau', 'alhamdulillah', 'menerima']","['mungkin', 'orang', 'beda', 'beda', 'terima', 'dosis', 'kalau', 'alhamdulillah', 'terima']","['mungkin', 'orang', 'beda', 'beda', 'menerima', 'dosis', 'kalau', 'alhamdulillah', 'menerima']",[],[],[],mungkin orang beda beda terima dosis kalau alhamdulillah terima
negative,"kerasa banget gila, dari pertama di suntik sampek pulang tangan bengkak, disusul demam?",kerasa banget gila dari pertama di suntik sampek pulang tangan bengkak disusul demam,kerasa banget gila dari pertama di suntik sampek pulang tangan bengkak disusul demam,"['kerasa', 'banget', 'gila', 'dari', 'pertama', 'di', 'suntik', 'sampek', 'pulang', 'tangan', 'bengkak', 'disusul', 'demam']","['terasa', 'sekali', 'gila', 'dari', 'pertama', 'di', 'suntik', 'sampek', 'pulang', 'tangan', 'bengkak', 'disusul', 'demam']","['terasa', 'sekali', 'gila', 'pertama', 'suntik', 'sampek', 'pulang', 'tangan', 'bengkak', 'disusul', 'demam']","['asa', 'sekali', 'gila', 'pertama', 'suntik', 'sampek', 'pulang', 'tangan', 'bengkak', 'susul', 'demam']","['terasa', 'sekali', 'gila', 'pertama', 'suntik', 'sampek', 'pulang', 'tangan', 'bengkak', 'disusul', 'demam']",[],[],[],asa sekali gila pertama suntik sampek pulang tangan bengkak susul demam
